source_link_id,manual_id,publication_number,ata_code,page_sequence,page_label,page_type,title,rescarta_object_id,rescarta_page_id,rescarta_url,source_url,tiff_path,ocr_text_path
t_p_120_1176:t_p_120_1176_p000074,t_p_120_1176,T.P. 120/1176,25-21-00,74,74,,,t_p_120_1176,000074,http://localhost:8080/rescarta/t_p_120_1176/000074,http://localhost:8080/rescarta/t_p_120_1176/000074,local_data\rescarta_exports\t_p_120_1176\pages\000074_00000074.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000074_00000074.txt
t_p_120_1176:t_p_120_1176_p000075,t_p_120_1176,T.P. 120/1176,25-21-00,75,75,,,t_p_120_1176,000075,http://localhost:8080/rescarta/t_p_120_1176/000075,http://localhost:8080/rescarta/t_p_120_1176/000075,local_data\rescarta_exports\t_p_120_1176\pages\000075_00000075.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000075_00000075.txt
t_p_120_1176:t_p_120_1176_p000076,t_p_120_1176,T.P. 120/1176,25-21-00,76,1052c,,,t_p_120_1176,000076,http://localhost:8080/rescarta/t_p_120_1176/000076,http://localhost:8080/rescarta/t_p_120_1176/000076,local_data\rescarta_exports\t_p_120_1176\pages\000076_00000076.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000076_00000076.txt
t_p_120_1176:t_p_120_1176_p000077,t_p_120_1176,T.P. 120/1176,25-21-00,77,1052d,,,t_p_120_1176,000077,http://localhost:8080/rescarta/t_p_120_1176/000077,http://localhost:8080/rescarta/t_p_120_1176/000077,local_data\rescarta_exports\t_p_120_1176\pages\000077_00000077.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000077_00000077.txt
t_p_120_1176:t_p_120_1176_p000078,t_p_120_1176,T.P. 120/1176,25-21-00,78,78,,,t_p_120_1176,000078,http://localhost:8080/rescarta/t_p_120_1176/000078,http://localhost:8080/rescarta/t_p_120_1176/000078,local_data\rescarta_exports\t_p_120_1176\pages\000078_00000078.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000078_00000078.txt
t_p_120_1176:t_p_120_1176_p000079,t_p_120_1176,T.P. 120/1176,25-21-00,79,79,,,t_p_120_1176,000079,http://localhost:8080/rescarta/t_p_120_1176/000079,http://localhost:8080/rescarta/t_p_120_1176/000079,local_data\rescarta_exports\t_p_120_1176\pages\000079_00000079.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000079_00000079.txt
t_p_120_1176:t_p_120_1176_p000080,t_p_120_1176,T.P. 120/1176,25-21-00,80,1053,,,t_p_120_1176,000080,http://localhost:8080/rescarta/t_p_120_1176/000080,http://localhost:8080/rescarta/t_p_120_1176/000080,local_data\rescarta_exports\t_p_120_1176\pages\000080_00000080.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000080_00000080.txt
t_p_120_1176:t_p_120_1176_p000081,t_p_120_1176,T.P. 120/1176,25-21-00,81,1054,,,t_p_120_1176,000081,http://localhost:8080/rescarta/t_p_120_1176/000081,http://localhost:8080/rescarta/t_p_120_1176/000081,local_data\rescarta_exports\t_p_120_1176\pages\000081_00000081.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000081_00000081.txt
t_p_120_1176:t_p_120_1176_p000082,t_p_120_1176,T.P. 120/1176,25-21-00,82,1055,,,t_p_120_1176,000082,http://localhost:8080/rescarta/t_p_120_1176/000082,http://localhost:8080/rescarta/t_p_120_1176/000082,local_data\rescarta_exports\t_p_120_1176\pages\000082_00000082.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000082_00000082.txt
t_p_120_1176:t_p_120_1176_p000083,t_p_120_1176,T.P. 120/1176,25-21-00,83,1056,,,t_p_120_1176,000083,http://localhost:8080/rescarta/t_p_120_1176/000083,http://localhost:8080/rescarta/t_p_120_1176/000083,local_data\rescarta_exports\t_p_120_1176\pages\000083_00000083.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000083_00000083.txt
t_p_120_1176:t_p_120_1176_p000084,t_p_120_1176,T.P. 120/1176,25-21-00,84,1057,,,t_p_120_1176,000084,http://localhost:8080/rescarta/t_p_120_1176/000084,http://localhost:8080/rescarta/t_p_120_1176/000084,local_data\rescarta_exports\t_p_120_1176\pages\000084_00000084.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000084_00000084.txt
t_p_120_1176:t_p_120_1176_p000085,t_p_120_1176,T.P. 120/1176,25-21-00,85,1058,,,t_p_120_1176,000085,http://localhost:8080/rescarta/t_p_120_1176/000085,http://localhost:8080/rescarta/t_p_120_1176/000085,local_data\rescarta_exports\t_p_120_1176\pages\000085_00000085.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000085_00000085.txt
t_p_120_1176:t_p_120_1176_p000086,t_p_120_1176,T.P. 120/1176,25-21-00,86,1059,,,t_p_120_1176,000086,http://localhost:8080/rescarta/t_p_120_1176/000086,http://localhost:8080/rescarta/t_p_120_1176/000086,local_data\rescarta_exports\t_p_120_1176\pages\000086_00000086.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000086_00000086.txt
t_p_120_1176:t_p_120_1176_p000087,t_p_120_1176,T.P. 120/1176,25-21-00,87,1060,,,t_p_120_1176,000087,http://localhost:8080/rescarta/t_p_120_1176/000087,http://localhost:8080/rescarta/t_p_120_1176/000087,local_data\rescarta_exports\t_p_120_1176\pages\000087_00000087.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000087_00000087.txt
t_p_120_1176:t_p_120_1176_p000088,t_p_120_1176,T.P. 120/1176,25-21-00,88,88,,,t_p_120_1176,000088,http://localhost:8080/rescarta/t_p_120_1176/000088,http://localhost:8080/rescarta/t_p_120_1176/000088,local_data\rescarta_exports\t_p_120_1176\pages\000088_00000088.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000088_00000088.txt
t_p_120_1176:t_p_120_1176_p000089,t_p_120_1176,T.P. 120/1176,25-21-00,89,89,,,t_p_120_1176,000089,http://localhost:8080/rescarta/t_p_120_1176/000089,http://localhost:8080/rescarta/t_p_120_1176/000089,local_data\rescarta_exports\t_p_120_1176\pages\000089_00000089.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000089_00000089.txt
t_p_120_1176:t_p_120_1176_p000090,t_p_120_1176,T.P. 120/1176,25-21-00,90,1060c/d,,,t_p_120_1176,000090,http://localhost:8080/rescarta/t_p_120_1176/000090,http://localhost:8080/rescarta/t_p_120_1176/000090,local_data\rescarta_exports\t_p_120_1176\pages\000090_00000090.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000090_00000090.txt
t_p_120_1176:t_p_120_1176_p000091,t_p_120_1176,T.P. 120/1176,25-21-00,91,91,,,t_p_120_1176,000091,http://localhost:8080/rescarta/t_p_120_1176/000091,http://localhost:8080/rescarta/t_p_120_1176/000091,local_data\rescarta_exports\t_p_120_1176\pages\000091_00000091.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000091_00000091.txt
t_p_120_1176:t_p_120_1176_p000092,t_p_120_1176,T.P. 120/1176,25-21-00,92,1061,,,t_p_120_1176,000092,http://localhost:8080/rescarta/t_p_120_1176/000092,http://localhost:8080/rescarta/t_p_120_1176/000092,local_data\rescarta_exports\t_p_120_1176\pages\000092_00000092.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000092_00000092.txt
t_p_120_1176:t_p_120_1176_p000093,t_p_120_1176,T.P. 120/1176,25-21-00,93,1062,,,t_p_120_1176,000093,http://localhost:8080/rescarta/t_p_120_1176/000093,http://localhost:8080/rescarta/t_p_120_1176/000093,local_data\rescarta_exports\t_p_120_1176\pages\000093_00000093.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000093_00000093.txt
t_p_120_1176:t_p_120_1176_p000094,t_p_120_1176,T.P. 120/1176,25-21-00,94,1063,,,t_p_120_1176,000094,http://localhost:8080/rescarta/t_p_120_1176/000094,http://localhost:8080/rescarta/t_p_120_1176/000094,local_data\rescarta_exports\t_p_120_1176\pages\000094_00000094.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000094_00000094.txt
t_p_120_1176:t_p_120_1176_p000095,t_p_120_1176,T.P. 120/1176,25-21-00,95,1064,,,t_p_120_1176,000095,http://localhost:8080/rescarta/t_p_120_1176/000095,http://localhost:8080/rescarta/t_p_120_1176/000095,local_data\rescarta_exports\t_p_120_1176\pages\000095_00000095.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000095_00000095.txt
t_p_120_1176:t_p_120_1176_p000096,t_p_120_1176,T.P. 120/1176,25-21-00,96,1065,,,t_p_120_1176,000096,http://localhost:8080/rescarta/t_p_120_1176/000096,http://localhost:8080/rescarta/t_p_120_1176/000096,local_data\rescarta_exports\t_p_120_1176\pages\000096_00000096.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000096_00000096.txt
t_p_120_1176:t_p_120_1176_p000097,t_p_120_1176,T.P. 120/1176,25-21-00,97,1066,,,t_p_120_1176,000097,http://localhost:8080/rescarta/t_p_120_1176/000097,http://localhost:8080/rescarta/t_p_120_1176/000097,local_data\rescarta_exports\t_p_120_1176\pages\000097_00000097.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000097_00000097.txt
t_p_120_1176:t_p_120_1176_p000098,t_p_120_1176,T.P. 120/1176,25-21-00,98,1067,,,t_p_120_1176,000098,http://localhost:8080/rescarta/t_p_120_1176/000098,http://localhost:8080/rescarta/t_p_120_1176/000098,local_data\rescarta_exports\t_p_120_1176\pages\000098_00000098.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000098_00000098.txt
t_p_120_1176:t_p_120_1176_p000099,t_p_120_1176,T.P. 120/1176,25-21-00,99,1068,,,t_p_120_1176,000099,http://localhost:8080/rescarta/t_p_120_1176/000099,http://localhost:8080/rescarta/t_p_120_1176/000099,local_data\rescarta_exports\t_p_120_1176\pages\000099_00000099.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000099_00000099.txt
t_p_120_1176:t_p_120_1176_p000100,t_p_120_1176,T.P. 120/1176,25-21-00,100,100,,,t_p_120_1176,000100,http://localhost:8080/rescarta/t_p_120_1176/000100,http://localhost:8080/rescarta/t_p_120_1176/000100,local_data\rescarta_exports\t_p_120_1176\pages\000100_00000100.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000100_00000100.txt
t_p_120_1176:t_p_120_1176_p000101,t_p_120_1176,T.P. 120/1176,25-21-00,101,101,,,t_p_120_1176,000101,http://localhost:8080/rescarta/t_p_120_1176/000101,http://localhost:8080/rescarta/t_p_120_1176/000101,local_data\rescarta_exports\t_p_120_1176\pages\000101_00000101.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000101_00000101.txt
t_p_120_1176:t_p_120_1176_p000102,t_p_120_1176,T.P. 120/1176,25-21-00,102,1068c/d,,,t_p_120_1176,000102,http://localhost:8080/rescarta/t_p_120_1176/000102,http://localhost:8080/rescarta/t_p_120_1176/000102,local_data\rescarta_exports\t_p_120_1176\pages\000102_00000102.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000102_00000102.txt
t_p_120_1176:t_p_120_1176_p000103,t_p_120_1176,T.P. 120/1176,25-21-00,103,103,,,t_p_120_1176,000103,http://localhost:8080/rescarta/t_p_120_1176/000103,http://localhost:8080/rescarta/t_p_120_1176/000103,local_data\rescarta_exports\t_p_120_1176\pages\000103_00000103.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000103_00000103.txt
t_p_120_1176:t_p_120_1176_p000104,t_p_120_1176,T.P. 120/1176,25-21-00,104,1069,,,t_p_120_1176,000104,http://localhost:8080/rescarta/t_p_120_1176/000104,http://localhost:8080/rescarta/t_p_120_1176/000104,local_data\rescarta_exports\t_p_120_1176\pages\000104_00000104.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000104_00000104.txt
t_p_120_1176:t_p_120_1176_p000105,t_p_120_1176,T.P. 120/1176,25-21-00,105,1070,,,t_p_120_1176,000105,http://localhost:8080/rescarta/t_p_120_1176/000105,http://localhost:8080/rescarta/t_p_120_1176/000105,local_data\rescarta_exports\t_p_120_1176\pages\000105_00000105.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000105_00000105.txt
t_p_120_1176:t_p_120_1176_p000106,t_p_120_1176,T.P. 120/1176,25-21-00,106,1071,,,t_p_120_1176,000106,http://localhost:8080/rescarta/t_p_120_1176/000106,http://localhost:8080/rescarta/t_p_120_1176/000106,local_data\rescarta_exports\t_p_120_1176\pages\000106_00000106.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000106_00000106.txt
t_p_120_1176:t_p_120_1176_p000107,t_p_120_1176,T.P. 120/1176,25-21-00,107,1072,,,t_p_120_1176,000107,http://localhost:8080/rescarta/t_p_120_1176/000107,http://localhost:8080/rescarta/t_p_120_1176/000107,local_data\rescarta_exports\t_p_120_1176\pages\000107_00000107.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000107_00000107.txt
t_p_120_1176:t_p_120_1176_p000108,t_p_120_1176,T.P. 120/1176,25-21-00,108,108,,,t_p_120_1176,000108,http://localhost:8080/rescarta/t_p_120_1176/000108,http://localhost:8080/rescarta/t_p_120_1176/000108,local_data\rescarta_exports\t_p_120_1176\pages\000108_00000108.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000108_00000108.txt
t_p_120_1176:t_p_120_1176_p000109,t_p_120_1176,T.P. 120/1176,25-21-00,109,109,,,t_p_120_1176,000109,http://localhost:8080/rescarta/t_p_120_1176/000109,http://localhost:8080/rescarta/t_p_120_1176/000109,local_data\rescarta_exports\t_p_120_1176\pages\000109_00000109.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000109_00000109.txt
t_p_120_1176:t_p_120_1176_p000110,t_p_120_1176,T.P. 120/1176,25-21-00,110,1072c/d,,,t_p_120_1176,000110,http://localhost:8080/rescarta/t_p_120_1176/000110,http://localhost:8080/rescarta/t_p_120_1176/000110,local_data\rescarta_exports\t_p_120_1176\pages\000110_00000110.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000110_00000110.txt
t_p_120_1176:t_p_120_1176_p000111,t_p_120_1176,T.P. 120/1176,25-21-00,111,111,,,t_p_120_1176,000111,http://localhost:8080/rescarta/t_p_120_1176/000111,http://localhost:8080/rescarta/t_p_120_1176/000111,local_data\rescarta_exports\t_p_120_1176\pages\000111_00000111.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000111_00000111.txt
t_p_120_1176:t_p_120_1176_p000112,t_p_120_1176,T.P. 120/1176,25-21-00,112,1073,,,t_p_120_1176,000112,http://localhost:8080/rescarta/t_p_120_1176/000112,http://localhost:8080/rescarta/t_p_120_1176/000112,local_data\rescarta_exports\t_p_120_1176\pages\000112_00000112.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000112_00000112.txt
t_p_120_1176:t_p_120_1176_p000113,t_p_120_1176,T.P. 120/1176,25-21-00,113,1074,,,t_p_120_1176,000113,http://localhost:8080/rescarta/t_p_120_1176/000113,http://localhost:8080/rescarta/t_p_120_1176/000113,local_data\rescarta_exports\t_p_120_1176\pages\000113_00000113.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000113_00000113.txt
t_p_120_1176:t_p_120_1176_p000114,t_p_120_1176,T.P. 120/1176,25-21-00,114,1075,,,t_p_120_1176,000114,http://localhost:8080/rescarta/t_p_120_1176/000114,http://localhost:8080/rescarta/t_p_120_1176/000114,local_data\rescarta_exports\t_p_120_1176\pages\000114_00000114.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000114_00000114.txt
t_p_120_1176:t_p_120_1176_p000115,t_p_120_1176,T.P. 120/1176,25-21-00,115,1076,,,t_p_120_1176,000115,http://localhost:8080/rescarta/t_p_120_1176/000115,http://localhost:8080/rescarta/t_p_120_1176/000115,local_data\rescarta_exports\t_p_120_1176\pages\000115_00000115.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000115_00000115.txt
t_p_120_1176:t_p_120_1176_p000116,t_p_120_1176,T.P. 120/1176,25-21-00,116,1077,,,t_p_120_1176,000116,http://localhost:8080/rescarta/t_p_120_1176/000116,http://localhost:8080/rescarta/t_p_120_1176/000116,local_data\rescarta_exports\t_p_120_1176\pages\000116_00000116.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000116_00000116.txt
t_p_120_1176:t_p_120_1176_p000117,t_p_120_1176,T.P. 120/1176,25-21-00,117,1078,,,t_p_120_1176,000117,http://localhost:8080/rescarta/t_p_120_1176/000117,http://localhost:8080/rescarta/t_p_120_1176/000117,local_data\rescarta_exports\t_p_120_1176\pages\000117_00000117.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000117_00000117.txt
t_p_120_1176:t_p_120_1176_p000118,t_p_120_1176,T.P. 120/1176,25-21-00,118,118,,,t_p_120_1176,000118,http://localhost:8080/rescarta/t_p_120_1176/000118,http://localhost:8080/rescarta/t_p_120_1176/000118,local_data\rescarta_exports\t_p_120_1176\pages\000118_00000118.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000118_00000118.txt
t_p_120_1176:t_p_120_1176_p000119,t_p_120_1176,T.P. 120/1176,25-21-00,119,119,,,t_p_120_1176,000119,http://localhost:8080/rescarta/t_p_120_1176/000119,http://localhost:8080/rescarta/t_p_120_1176/000119,local_data\rescarta_exports\t_p_120_1176\pages\000119_00000119.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000119_00000119.txt
t_p_120_1176:t_p_120_1176_p000120,t_p_120_1176,T.P. 120/1176,25-21-00,120,1078c/d,,,t_p_120_1176,000120,http://localhost:8080/rescarta/t_p_120_1176/000120,http://localhost:8080/rescarta/t_p_120_1176/000120,local_data\rescarta_exports\t_p_120_1176\pages\000120_00000120.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000120_00000120.txt
t_p_120_1176:t_p_120_1176_p000121,t_p_120_1176,T.P. 120/1176,25-21-00,121,121,,,t_p_120_1176,000121,http://localhost:8080/rescarta/t_p_120_1176/000121,http://localhost:8080/rescarta/t_p_120_1176/000121,local_data\rescarta_exports\t_p_120_1176\pages\000121_00000121.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000121_00000121.txt
t_p_120_1176:t_p_120_1176_p000122,t_p_120_1176,T.P. 120/1176,25-21-00,122,1079,,,t_p_120_1176,000122,http://localhost:8080/rescarta/t_p_120_1176/000122,http://localhost:8080/rescarta/t_p_120_1176/000122,local_data\rescarta_exports\t_p_120_1176\pages\000122_00000122.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000122_00000122.txt
t_p_120_1176:t_p_120_1176_p000123,t_p_120_1176,T.P. 120/1176,25-21-00,123,1080,,,t_p_120_1176,000123,http://localhost:8080/rescarta/t_p_120_1176/000123,http://localhost:8080/rescarta/t_p_120_1176/000123,local_data\rescarta_exports\t_p_120_1176\pages\000123_00000123.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000123_00000123.txt
t_p_120_1176:t_p_120_1176_p000124,t_p_120_1176,T.P. 120/1176,25-21-00,124,1081,,,t_p_120_1176,000124,http://localhost:8080/rescarta/t_p_120_1176/000124,http://localhost:8080/rescarta/t_p_120_1176/000124,local_data\rescarta_exports\t_p_120_1176\pages\000124_00000124.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000124_00000124.txt
t_p_120_1176:t_p_120_1176_p000125,t_p_120_1176,T.P. 120/1176,25-21-00,125,1082,,,t_p_120_1176,000125,http://localhost:8080/rescarta/t_p_120_1176/000125,http://localhost:8080/rescarta/t_p_120_1176/000125,local_data\rescarta_exports\t_p_120_1176\pages\000125_00000125.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000125_00000125.txt
t_p_120_1176:t_p_120_1176_p000126,t_p_120_1176,T.P. 120/1176,25-21-00,126,1083,,,t_p_120_1176,000126,http://localhost:8080/rescarta/t_p_120_1176/000126,http://localhost:8080/rescarta/t_p_120_1176/000126,local_data\rescarta_exports\t_p_120_1176\pages\000126_00000126.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000126_00000126.txt
t_p_120_1176:t_p_120_1176_p000127,t_p_120_1176,T.P. 120/1176,25-21-00,127,1084,,,t_p_120_1176,000127,http://localhost:8080/rescarta/t_p_120_1176/000127,http://localhost:8080/rescarta/t_p_120_1176/000127,local_data\rescarta_exports\t_p_120_1176\pages\000127_00000127.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000127_00000127.txt
t_p_120_1176:t_p_120_1176_p000128,t_p_120_1176,T.P. 120/1176,25-21-00,128,1085,,,t_p_120_1176,000128,http://localhost:8080/rescarta/t_p_120_1176/000128,http://localhost:8080/rescarta/t_p_120_1176/000128,local_data\rescarta_exports\t_p_120_1176\pages\000128_00000128.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000128_00000128.txt
t_p_120_1176:t_p_120_1176_p000129,t_p_120_1176,T.P. 120/1176,25-21-00,129,1086,,,t_p_120_1176,000129,http://localhost:8080/rescarta/t_p_120_1176/000129,http://localhost:8080/rescarta/t_p_120_1176/000129,local_data\rescarta_exports\t_p_120_1176\pages\000129_00000129.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000129_00000129.txt
t_p_120_1176:t_p_120_1176_p000130,t_p_120_1176,T.P. 120/1176,25-21-00,130,1087,,,t_p_120_1176,000130,http://localhost:8080/rescarta/t_p_120_1176/000130,http://localhost:8080/rescarta/t_p_120_1176/000130,local_data\rescarta_exports\t_p_120_1176\pages\000130_00000130.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000130_00000130.txt
t_p_120_1176:t_p_120_1176_p000131,t_p_120_1176,T.P. 120/1176,25-21-00,131,1088,,,t_p_120_1176,000131,http://localhost:8080/rescarta/t_p_120_1176/000131,http://localhost:8080/rescarta/t_p_120_1176/000131,local_data\rescarta_exports\t_p_120_1176\pages\000131_00000131.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000131_00000131.txt
t_p_120_1176:t_p_120_1176_p000132,t_p_120_1176,T.P. 120/1176,25-21-00,132,1089,,,t_p_120_1176,000132,http://localhost:8080/rescarta/t_p_120_1176/000132,http://localhost:8080/rescarta/t_p_120_1176/000132,local_data\rescarta_exports\t_p_120_1176\pages\000132_00000132.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000132_00000132.txt
t_p_120_1176:t_p_120_1176_p000133,t_p_120_1176,T.P. 120/1176,25-21-00,133,1090,,,t_p_120_1176,000133,http://localhost:8080/rescarta/t_p_120_1176/000133,http://localhost:8080/rescarta/t_p_120_1176/000133,local_data\rescarta_exports\t_p_120_1176\pages\000133_00000133.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000133_00000133.txt
t_p_120_1176:t_p_120_1176_p000134,t_p_120_1176,T.P. 120/1176,25-21-00,134,1091,,,t_p_120_1176,000134,http://localhost:8080/rescarta/t_p_120_1176/000134,http://localhost:8080/rescarta/t_p_120_1176/000134,local_data\rescarta_exports\t_p_120_1176\pages\000134_00000134.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000134_00000134.txt
t_p_120_1176:t_p_120_1176_p000135,t_p_120_1176,T.P. 120/1176,25-21-00,135,1092,,,t_p_120_1176,000135,http://localhost:8080/rescarta/t_p_120_1176/000135,http://localhost:8080/rescarta/t_p_120_1176/000135,local_data\rescarta_exports\t_p_120_1176\pages\000135_00000135.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000135_00000135.txt
t_p_120_1176:t_p_120_1176_p000136,t_p_120_1176,T.P. 120/1176,25-21-00,136,1093,,,t_p_120_1176,000136,http://localhost:8080/rescarta/t_p_120_1176/000136,http://localhost:8080/rescarta/t_p_120_1176/000136,local_data\rescarta_exports\t_p_120_1176\pages\000136_00000136.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000136_00000136.txt
t_p_120_1176:t_p_120_1176_p000137,t_p_120_1176,T.P. 120/1176,25-21-00,137,1094,,,t_p_120_1176,000137,http://localhost:8080/rescarta/t_p_120_1176/000137,http://localhost:8080/rescarta/t_p_120_1176/000137,local_data\rescarta_exports\t_p_120_1176\pages\000137_00000137.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000137_00000137.txt
t_p_120_1176:t_p_120_1176_p000138,t_p_120_1176,T.P. 120/1176,25-21-00,138,1095,,,t_p_120_1176,000138,http://localhost:8080/rescarta/t_p_120_1176/000138,http://localhost:8080/rescarta/t_p_120_1176/000138,local_data\rescarta_exports\t_p_120_1176\pages\000138_00000138.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000138_00000138.txt
t_p_120_1176:t_p_120_1176_p000139,t_p_120_1176,T.P. 120/1176,25-21-00,139,1096,,,t_p_120_1176,000139,http://localhost:8080/rescarta/t_p_120_1176/000139,http://localhost:8080/rescarta/t_p_120_1176/000139,local_data\rescarta_exports\t_p_120_1176\pages\000139_00000139.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000139_00000139.txt
t_p_120_1176:t_p_120_1176_p000140,t_p_120_1176,T.P. 120/1176,25-21-00,140,1097,,,t_p_120_1176,000140,http://localhost:8080/rescarta/t_p_120_1176/000140,http://localhost:8080/rescarta/t_p_120_1176/000140,local_data\rescarta_exports\t_p_120_1176\pages\000140_00000140.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000140_00000140.txt
t_p_120_1176:t_p_120_1176_p000141,t_p_120_1176,T.P. 120/1176,25-21-00,141,1098,,,t_p_120_1176,000141,http://localhost:8080/rescarta/t_p_120_1176/000141,http://localhost:8080/rescarta/t_p_120_1176/000141,local_data\rescarta_exports\t_p_120_1176\pages\000141_00000141.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000141_00000141.txt
t_p_120_1176:t_p_120_1176_p000142,t_p_120_1176,T.P. 120/1176,25-21-00,142,1099,,,t_p_120_1176,000142,http://localhost:8080/rescarta/t_p_120_1176/000142,http://localhost:8080/rescarta/t_p_120_1176/000142,local_data\rescarta_exports\t_p_120_1176\pages\000142_00000142.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000142_00000142.txt
t_p_120_1176:t_p_120_1176_p000143,t_p_120_1176,T.P. 120/1176,25-21-00,143,1100,,,t_p_120_1176,000143,http://localhost:8080/rescarta/t_p_120_1176/000143,http://localhost:8080/rescarta/t_p_120_1176/000143,local_data\rescarta_exports\t_p_120_1176\pages\000143_00000143.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000143_00000143.txt
t_p_120_1176:t_p_120_1176_p000144,t_p_120_1176,T.P. 120/1176,25-21-00,144,1101,,,t_p_120_1176,000144,http://localhost:8080/rescarta/t_p_120_1176/000144,http://localhost:8080/rescarta/t_p_120_1176/000144,local_data\rescarta_exports\t_p_120_1176\pages\000144_00000144.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000144_00000144.txt
t_p_120_1176:t_p_120_1176_p000145,t_p_120_1176,T.P. 120/1176,25-21-00,145,1102,,,t_p_120_1176,000145,http://localhost:8080/rescarta/t_p_120_1176/000145,http://localhost:8080/rescarta/t_p_120_1176/000145,local_data\rescarta_exports\t_p_120_1176\pages\000145_00000145.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000145_00000145.txt
t_p_120_1176:t_p_120_1176_p000146,t_p_120_1176,T.P. 120/1176,25-21-00,146,1103,,,t_p_120_1176,000146,http://localhost:8080/rescarta/t_p_120_1176/000146,http://localhost:8080/rescarta/t_p_120_1176/000146,local_data\rescarta_exports\t_p_120_1176\pages\000146_00000146.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000146_00000146.txt
t_p_120_1176:t_p_120_1176_p000147,t_p_120_1176,T.P. 120/1176,25-21-00,147,1104,,,t_p_120_1176,000147,http://localhost:8080/rescarta/t_p_120_1176/000147,http://localhost:8080/rescarta/t_p_120_1176/000147,local_data\rescarta_exports\t_p_120_1176\pages\000147_00000147.tif,local_data\rescarta_exports\t_p_120_1176\ocr\000147_00000147.txt
