page_number,page_id,legacy_route,primary_route,secondary_routes,route_confidence_score,route_confidence_band,auto_resolved,multi_route_required,validator_required,do_not_embed,candidate_routes,route_reasons,validator_contracts,ocr_text_word_count,part_number_count,source_member,source_image_path,ocr_text_path
411,t_p_120_1176_p000411,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",80,1,00000411.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000411.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000411.txt
412,t_p_120_1176_p000412,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",285,18,00000412.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000412.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000412.txt
413,t_p_120_1176_p000413,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",183,10,00000413.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000413.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000413.txt
414,t_p_120_1176_p000414,table,image_visual_diagram,"[""normal_text""]",72.0,low,False,True,True,True,"[""image_visual_diagram"", ""normal_text"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan"", ""normal_text_page_context_scan""]",91,1,00000414.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000414.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000414.txt
415,t_p_120_1176_p000415,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",80,1,00000415.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000415.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000415.txt
416,t_p_120_1176_p000416,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",226,12,00000416.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000416.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000416.txt
417,t_p_120_1176_p000417,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",159,11,00000417.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000417.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000417.txt
418,t_p_120_1176_p000418,table,image_visual_diagram,"[""normal_text""]",72.0,low,False,True,True,True,"[""image_visual_diagram"", ""normal_text"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan"", ""normal_text_page_context_scan""]",103,1,00000418.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000418.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000418.txt
419,t_p_120_1176_p000419,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",88,1,00000419.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000419.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000419.txt
420,t_p_120_1176_p000420,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",264,14,00000420.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000420.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000420.txt
421,t_p_120_1176_p000421,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",177,12,00000421.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000421.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000421.txt
422,t_p_120_1176_p000422,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",90,1,00000422.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000422.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000422.txt
423,t_p_120_1176_p000423,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",82,1,00000423.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000423.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000423.txt
424,t_p_120_1176_p000424,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",252,11,00000424.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000424.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000424.txt
425,t_p_120_1176_p000425,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",131,4,00000425.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000425.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000425.txt
426,t_p_120_1176_p000426,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",89,1,00000426.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000426.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000426.txt
427,t_p_120_1176_p000427,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",80,1,00000427.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000427.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000427.txt
428,t_p_120_1176_p000428,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",241,12,00000428.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000428.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000428.txt
429,t_p_120_1176_p000429,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",194,8,00000429.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000429.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000429.txt
430,t_p_120_1176_p000430,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",78,1,00000430.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000430.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000430.txt
431,t_p_120_1176_p000431,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",83,1,00000431.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000431.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000431.txt
432,t_p_120_1176_p000432,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",314,16,00000432.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000432.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000432.txt
433,t_p_120_1176_p000433,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",133,7,00000433.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000433.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000433.txt
434,t_p_120_1176_p000434,table,image_visual_diagram,"[""normal_text""]",72.0,low,False,True,True,True,"[""image_visual_diagram"", ""normal_text"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan"", ""normal_text_page_context_scan""]",87,1,00000434.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000434.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000434.txt
435,t_p_120_1176_p000435,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",78,1,00000435.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000435.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000435.txt
436,t_p_120_1176_p000436,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",234,13,00000436.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000436.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000436.txt
437,t_p_120_1176_p000437,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",134,6,00000437.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000437.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000437.txt
438,t_p_120_1176_p000438,table,image_visual_diagram,"[""normal_text""]",72.0,low,False,True,True,True,"[""image_visual_diagram"", ""normal_text"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan"", ""normal_text_page_context_scan""]",98,0,00000438.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000438.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000438.txt
439,t_p_120_1176_p000439,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",78,1,00000439.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000439.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000439.txt
440,t_p_120_1176_p000440,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",305,14,00000440.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000440.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000440.txt
441,t_p_120_1176_p000441,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",138,7,00000441.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000441.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000441.txt
442,t_p_120_1176_p000442,table,image_visual_diagram,"[""normal_text""]",72.0,low,False,True,True,True,"[""image_visual_diagram"", ""normal_text"", ""table_or_index""]","[""figure_caption_sparse_text""]","[""image_visual_ocr_and_vision_queue_scan"", ""normal_text_page_context_scan""]",105,1,00000442.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000442.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000442.txt
443,t_p_120_1176_p000443,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",85,1,00000443.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000443.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000443.txt
444,t_p_120_1176_p000444,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",274,13,00000444.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000444.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000444.txt
445,t_p_120_1176_p000445,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",209,14,00000445.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000445.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000445.txt
446,t_p_120_1176_p000446,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",76,1,00000446.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000446.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000446.txt
447,t_p_120_1176_p000447,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",224,13,00000447.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000447.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000447.txt
448,t_p_120_1176_p000448,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",80,1,00000448.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000448.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000448.txt
449,t_p_120_1176_p000449,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",196,10,00000449.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000449.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000449.txt
450,t_p_120_1176_p000450,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",68,3,00000450.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000450.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000450.txt
451,t_p_120_1176_p000451,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",88,1,00000451.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000451.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000451.txt
452,t_p_120_1176_p000452,table,detailed_parts_list,[],94.0,high,True,False,False,False,"[""detailed_parts_list"", ""table_or_index""]","[""high_part_number_density""]","[""detailed_parts_list_extraction_scan""]",255,15,00000452.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000452.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000452.txt
453,t_p_120_1176_p000453,table,detailed_parts_list,[],82.0,medium,False,False,True,True,"[""detailed_parts_list"", ""table_or_index""]","[""part_numbers_with_ipl_structure""]","[""detailed_parts_list_extraction_scan""]",129,7,00000453.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000453.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000453.txt
454,t_p_120_1176_p000454,table,image_visual_diagram,[],82.0,medium,False,False,True,True,"[""image_visual_diagram"", ""table_or_index""]","[""concrete_visual_labels_sparse_non_table_text""]","[""image_visual_ocr_and_vision_queue_scan""]",73,0,00000454.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000454.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000454.txt
